query,subject,identity,alignment length,mismatches,gap opens,q start,q end,s start,s end,evalue,bit score
chr22:22437645-23366982,IGLV1-40*01,69.466,131,40,0,414168,414298,121,251,4.18e-15,82.4
chr22:22437645-23366982,IGLV1-40*01,72.566,113,31,0,741052,741164,146,258,4.18e-15,82.4
chr22:22437645-23366982,IGLV1-40*01,65.789,152,52,0,353582,353733,121,272,1.13e-13,77.7
chr22:22437645-23366982,IGLV1-40*01,67.939,131,42,0,330477,330607,121,251,3.39e-13,76.1
chr22:22437645-23366982,IGLV1-40*01,78.082,73,16,0,177974,178046,215,287,2.47e-10,66.6
chr22:22437645-23366982,IGLV1-40*01,80.303,66,13,0,866378,866443,6,71,7.41e-10,65.0
chr22:22437645-23366982,IGLV1-40*01,77.778,72,16,0,174808,174879,197,268,7.41e-10,65.0
chr22:22437645-23366982,IGLV1-40*01,72.941,85,23,0,835774,835858,188,272,2.22e-09,63.4
chr22:22437645-23366982,IGLV1-40*01,79.688,64,13,0,411374,411437,203,266,6.67e-09,61.8
chr22:22437645-23366982,IGLV1-40*01,80.328,61,12,0,352507,352567,228,288,2.00e-08,60.2
chr22:22437645-23366982,IGLV1-40*01,80.000,60,12,0,646679,646738,6,65,6.00e-08,58.6
chr22:22437645-23366982,IGLV1-40*01,75.000,72,18,0,22379,22450,210,281,6.00e-08,58.6
chr22:22437645-23366982,IGLV1-40*01,92.857,42,3,0,329435,329476,228,269,6.00e-08,58.6
chr22:22437645-23366982,IGLV1-40*01,63.158,133,49,0,177748,177880,7,139,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-40*01,68.421,95,30,0,857132,857226,175,269,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-40*01,92.683,41,3,0,295250,295290,229,269,1.80e-07,57.1
chr22:22437645-23366982,IGLV1-40*01,75.758,66,16,0,603982,604047,6,71,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-40*01,90.476,42,4,0,379082,379123,228,269,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-40*01,90.476,42,4,0,413160,413201,228,269,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-40*01,76.667,60,14,0,680117,680176,6,65,4.86e-06,52.3
chr22:22437645-23366982,IGLV1-40*01,75.000,80,19,1,142479,142557,4,83,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-40*01,73.438,64,17,0,835607,835670,6,69,4.38e-05,49.1
chr22:22437645-23366982,IGLV1-40*01,77.778,54,12,0,182372,182425,208,261,4.38e-05,49.1
chr22:22437645-23366982,IGLV1-40*01,75.000,60,15,0,51508,51567,228,287,4.38e-05,49.1
chr22:22437645-23366982,IGLV1-40*01,60.432,139,55,0,412915,413053,1,139,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-40*01,79.592,49,10,0,14912,14960,217,265,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-40*01,60.938,128,50,0,352262,352389,1,128,3.94e-04,46.0
chr22:22437645-23366982,IGLV1-40*01,65.789,114,38,1,598096,598208,24,137,0.001,44.4
chr22:22437645-23366982,IGLV1-40*01,60.156,128,51,0,378837,378964,1,128,0.004,42.8
chr22:22437645-23366982,IGLV1-40*01,90.625,32,3,0,323930,323961,52,83,0.004,42.8
chr22:22437645-23366982,IGLV1-40*01,72.414,58,16,0,686258,686315,184,241,0.004,42.8
chr22:22437645-23366982,IGLV1-40*01,74.074,54,14,0,650322,650375,188,241,0.004,42.8
chr22:22437645-23366982,IGLV1-40*01,74.074,54,14,0,664668,664721,188,241,0.004,42.8
chr22:22437645-23366982,IGLV1-40*01,85.294,34,5,0,51268,51301,1,34,0.032,39.6
chr22:22437645-23366982,IGLV1-40*01,87.500,32,4,0,346951,346982,52,83,0.032,39.6
chr22:22437645-23366982,IGLV1-40*01,83.333,36,6,0,88011,88046,223,258,0.032,39.6
chr22:22437645-23366982,IGLV1-40*01,82.857,35,6,0,411230,411264,54,88,0.096,38.0
chr22:22437645-23366982,IGLV1-40*01,73.469,49,13,0,133476,133524,216,264,0.096,38.0
chr22:22437645-23366982,IGLV1-40*01,81.081,37,7,0,82610,82646,233,269,0.096,38.0
chr22:22437645-23366982,IGLV1-40*01,59.167,120,49,0,220851,220970,1,120,0.29,36.5
chr22:22437645-23366982,IGLV1-40*01,69.643,56,17,0,799918,799973,16,71,0.29,36.5
chr22:22437645-23366982,IGLV1-40*01,84.375,32,5,0,788526,788557,238,269,0.29,36.5
chr22:22437645-23366982,IGLV1-40*01,58.268,127,53,0,329190,329316,1,127,0.86,34.9
chr22:22437645-23366982,IGLV1-40*01,74.419,43,11,0,319579,319621,96,138,0.86,34.9
chr22:22437645-23366982,IGLV1-40*01,78.378,37,8,0,64888,64924,233,269,0.86,34.9
chr22:22437645-23366982,IGLV1-40*01,81.250,32,6,0,788312,788343,3,34,2.6,33.3
chr22:22437645-23366982,IGLV1-40*01,83.333,30,5,0,177928,177957,175,204,2.6,33.3
chr22:22437645-23366982,IGLV2-5*01,100.000,298,0,0,841993,842290,1,298,5.92e-133,473
chr22:22437645-23366982,IGLV2-5*01,90.847,295,27,0,777940,778234,1,295,9.30e-106,383
chr22:22437645-23366982,IGLV2-5*01,90.508,295,28,0,720119,720413,1,295,8.37e-105,380
chr22:22437645-23366982,IGLV2-5*01,89.796,294,30,0,744243,744536,1,294,2.03e-102,372
chr22:22437645-23366982,IGLV2-5*01,90.592,287,27,0,808226,808512,1,287,6.10e-102,370
chr22:22437645-23366982,IGLV2-5*01,88.814,295,33,0,683450,683744,1,295,4.94e-100,364
chr22:22437645-23366982,IGLV2-5*01,85.714,287,41,0,565210,565496,1,287,1.40e-88,326
chr22:22437645-23366982,IGLV2-5*01,81.695,295,54,0,573479,573773,1,295,5.41e-80,297
chr22:22437645-23366982,IGLV2-5*01,75.610,287,70,0,395149,395435,1,287,6.57e-61,234
chr22:22437645-23366982,IGLV2-5*01,75.926,270,65,0,303611,303880,1,270,1.44e-57,223
chr22:22437645-23366982,IGLV2-5*01,75.451,277,65,1,298764,299037,1,277,6.19e-50,198
chr22:22437645-23366982,IGLV2-5*01,75.465,269,63,1,334039,334304,1,269,5.01e-48,191
chr22:22437645-23366982,IGLV2-5*01,75.465,269,63,1,357121,357386,1,269,5.01e-48,191
chr22:22437645-23366982,IGLV2-5*01,74.908,271,65,1,389590,389857,1,271,4.51e-47,188
chr22:22437645-23366982,IGLV2-5*01,84.431,167,26,0,700601,700767,129,295,1.22e-45,183
chr22:22437645-23366982,IGLV2-5*01,73.978,269,67,1,417362,417627,1,269,3.29e-44,179
chr22:22437645-23366982,IGLV2-5*01,83.234,167,28,0,759753,759919,129,295,9.87e-44,177
chr22:22437645-23366982,IGLV2-5*01,90.909,132,12,0,650019,650150,1,132,2.66e-42,172
chr22:22437645-23366982,IGLV2-5*01,74.419,258,64,2,550182,550438,4,260,2.66e-42,172
chr22:22437645-23366982,IGLV2-5*01,67.407,270,88,0,62628,62897,1,270,1.27e-35,150
chr22:22437645-23366982,IGLV2-5*01,73.606,269,65,2,2169,2431,1,269,3.82e-35,148
chr22:22437645-23366982,IGLV2-5*01,82.278,158,27,1,650136,650293,131,287,3.82e-35,148
chr22:22437645-23366982,IGLV2-5*01,68.310,284,88,2,55845,56126,4,287,8.36e-32,137
chr22:22437645-23366982,IGLV2-5*01,68.266,271,83,1,190864,191131,1,271,6.77e-30,131
chr22:22437645-23366982,IGLV2-5*01,75.472,159,39,0,579950,580108,108,266,2.03e-29,129
chr22:22437645-23366982,IGLV2-5*01,69.036,197,61,0,672447,672643,100,296,1.48e-26,120
chr22:22437645-23366982,IGLV2-5*01,68.020,197,63,0,733039,733235,100,296,1.20e-24,114
chr22:22437645-23366982,IGLV2-5*01,69.714,175,53,0,866458,866632,95,269,1.08e-23,110
chr22:22437645-23366982,IGLV2-5*01,70.414,169,50,0,804792,804960,101,269,1.08e-23,110
chr22:22437645-23366982,IGLV2-5*01,70.988,162,47,0,706290,706451,108,269,3.24e-23,109
chr22:22437645-23366982,IGLV2-5*01,69.811,212,61,1,346949,347157,50,261,9.72e-23,107
chr22:22437645-23366982,IGLV2-5*01,70.370,162,48,0,698334,698495,108,269,2.92e-22,106
chr22:22437645-23366982,IGLV2-5*01,68.161,223,68,1,450903,451122,50,272,2.62e-21,103
chr22:22437645-23366982,IGLV2-5*01,69.753,162,49,0,757627,757788,108,269,2.62e-21,103
chr22:22437645-23366982,IGLV2-5*01,61.710,269,103,0,74818,75086,1,269,7.87e-21,101
chr22:22437645-23366982,IGLV2-5*01,69.014,284,79,2,171881,172161,10,287,2.36e-20,99.9
chr22:22437645-23366982,IGLV2-5*01,66.052,271,88,2,19526,19792,1,271,7.08e-20,98.3
chr22:22437645-23366982,IGLV2-5*01,61.111,270,105,0,371266,371535,1,270,2.13e-19,96.7
chr22:22437645-23366982,IGLV2-5*01,65.789,190,65,0,797315,797504,100,289,2.13e-19,96.7
chr22:22437645-23366982,IGLV2-5*01,66.298,181,61,0,590078,590258,108,288,6.38e-19,95.1
chr22:22437645-23366982,IGLV2-5*01,67.284,162,53,0,689959,690120,108,269,1.72e-17,90.3
chr22:22437645-23366982,IGLV2-5*01,73.333,135,35,1,658870,659003,160,294,1.55e-16,87.2
chr22:22437645-23366982,IGLV2-5*01,66.667,159,53,0,604067,604225,100,258,4.65e-16,85.6
chr22:22437645-23366982,IGLV2-5*01,72.794,136,36,1,724378,724512,159,294,4.65e-16,85.6
chr22:22437645-23366982,IGLV2-5*01,64.912,171,60,0,373361,373531,102,272,4.18e-15,82.4
chr22:22437645-23366982,IGLV2-5*01,66.225,151,51,0,843351,843501,108,258,3.76e-14,79.2
chr22:22437645-23366982,IGLV2-5*01,64.662,266,89,2,8821,9081,1,266,1.13e-13,77.7
chr22:22437645-23366982,IGLV2-5*01,74.737,95,24,0,138453,138547,175,269,3.39e-13,76.1
chr22:22437645-23366982,IGLV2-5*01,72.277,101,28,0,380176,380276,169,269,3.05e-12,72.9
chr22:22437645-23366982,IGLV2-5*01,84.375,64,10,0,411374,411437,203,266,9.15e-12,71.3
chr22:22437645-23366982,IGLV2-5*01,71.287,101,29,0,353630,353730,169,269,2.74e-11,69.7
chr22:22437645-23366982,IGLV2-5*01,66.154,130,44,0,414170,414299,123,252,8.23e-11,68.2
chr22:22437645-23366982,IGLV2-5*01,71.930,114,31,1,598096,598208,24,137,2.47e-10,66.6
chr22:22437645-23366982,IGLV2-5*01,72.527,91,25,0,741074,741164,168,258,2.47e-10,66.6
chr22:22437645-23366982,IGLV2-5*01,65.354,127,44,0,14718,14844,2,128,2.22e-09,63.4
chr22:22437645-23366982,IGLV2-5*01,71.910,89,25,0,820262,820350,176,264,2.22e-09,63.4
chr22:22437645-23366982,IGLV2-5*01,63.291,237,84,3,686082,686315,5,241,6.00e-08,58.6
chr22:22437645-23366982,IGLV2-5*01,72.500,80,22,0,835776,835855,190,269,6.00e-08,58.6
chr22:22437645-23366982,IGLV2-5*01,80.000,60,12,0,177970,178029,211,270,6.00e-08,58.6
chr22:22437645-23366982,IGLV2-5*01,62.869,237,85,3,664488,664721,5,241,5.40e-07,55.5
chr22:22437645-23366982,IGLV2-5*01,73.913,69,18,0,680290,680358,190,258,1.62e-06,53.9
chr22:22437645-23366982,IGLV2-5*01,67.857,84,27,0,330525,330608,169,252,4.38e-05,49.1
chr22:22437645-23366982,IGLV2-5*01,96.667,30,1,0,323928,323957,50,79,3.94e-04,46.0
chr22:22437645-23366982,IGLV2-5*01,80.435,46,9,0,221092,221137,224,269,3.94e-04,46.0
chr22:22437645-23366982,IGLV2-5*01,93.548,31,2,0,411226,411256,50,80,0.001,44.4
chr22:22437645-23366982,IGLV2-5*01,90.323,31,3,0,373312,373342,50,80,0.011,41.2
chr22:22437645-23366982,IGLV2-5*01,74.000,50,13,0,411275,411324,102,151,0.032,39.6
chr22:22437645-23366982,IGLV2-5*01,75.000,48,12,0,323977,324024,102,149,0.032,39.6
chr22:22437645-23366982,IGLV2-5*01,70.690,58,17,0,650318,650375,184,241,0.032,39.6
chr22:22437645-23366982,IGLV2-5*01,83.871,31,5,0,49795,49825,50,80,0.86,34.9
chr22:22437645-23366982,IGLV2-5*01,86.207,29,4,0,64719,64747,52,80,0.86,34.9
chr22:22437645-23366982,IGLV2-5*01,88.462,26,3,0,540902,540927,112,137,2.6,33.3
chr22:22437645-23366982,IGLV2-5*01,83.333,30,5,0,177928,177957,175,204,2.6,33.3
chr22:22437645-23366982,IGLV2-5*01,80.645,31,6,0,78417,78447,50,80,7.8,31.7
chr22:22437645-23366982,IGLV1-62*01,100.000,298,0,0,62628,62925,1,298,5.92e-133,473
chr22:22437645-23366982,IGLV1-62*01,80.903,288,55,0,395149,395436,1,288,1.06e-75,283
chr22:22437645-23366982,IGLV1-62*01,80.370,270,53,0,303611,303880,1,270,5.09e-69,261
chr22:22437645-23366982,IGLV1-62*01,78.439,269,55,1,357121,357386,1,269,1.16e-55,217
chr22:22437645-23366982,IGLV1-62*01,77.695,269,57,1,334039,334304,1,269,9.43e-54,210
chr22:22437645-23366982,IGLV1-62*01,77.037,270,59,1,389590,389856,1,270,2.55e-52,206
chr22:22437645-23366982,IGLV1-62*01,76.952,269,59,1,417362,417627,1,269,7.64e-52,204
chr22:22437645-23366982,IGLV1-62*01,76.296,270,61,1,298764,299030,1,270,2.06e-50,199
chr22:22437645-23366982,IGLV1-62*01,70.741,270,79,0,565210,565479,1,270,3.29e-44,179
chr22:22437645-23366982,IGLV1-62*01,70.370,270,80,0,720119,720388,1,270,2.96e-43,175
chr22:22437645-23366982,IGLV1-62*01,70.370,270,80,0,744243,744512,1,270,2.96e-43,175
chr22:22437645-23366982,IGLV1-62*01,69.259,270,83,0,683450,683719,1,270,2.16e-40,166
chr22:22437645-23366982,IGLV1-62*01,68.889,270,84,0,777940,778209,1,270,1.94e-39,163
chr22:22437645-23366982,IGLV1-62*01,68.148,270,86,0,808226,808495,1,270,1.57e-37,156
chr22:22437645-23366982,IGLV1-62*01,67.407,270,88,0,841993,842262,1,270,1.27e-35,150
chr22:22437645-23366982,IGLV1-62*01,67.037,270,89,0,573479,573748,1,270,1.15e-34,147
chr22:22437645-23366982,IGLV1-62*01,69.888,269,79,2,55845,56111,4,272,3.10e-33,142
chr22:22437645-23366982,IGLV1-62*01,73.469,147,39,0,14718,14864,2,148,1.08e-23,110
chr22:22437645-23366982,IGLV1-62*01,64.074,270,94,1,190864,191130,1,270,6.38e-19,95.1
chr22:22437645-23366982,IGLV1-62*01,73.109,119,32,0,759776,759894,152,270,5.16e-17,88.8
chr22:22437645-23366982,IGLV1-62*01,74.074,108,28,0,700640,700747,168,275,1.39e-15,84.0
chr22:22437645-23366982,IGLV1-62*01,61.314,274,104,2,550189,550461,11,283,9.15e-12,71.3
chr22:22437645-23366982,IGLV1-62*01,66.412,131,44,0,650019,650149,1,131,2.74e-11,69.7
chr22:22437645-23366982,IGLV1-62*01,63.522,159,58,0,373362,373520,103,261,2.74e-11,69.7
chr22:22437645-23366982,IGLV1-62*01,65.441,136,47,0,384029,384164,127,262,8.23e-11,68.2
chr22:22437645-23366982,IGLV1-62*01,76.812,69,16,0,174811,174879,200,268,2.00e-08,60.2
chr22:22437645-23366982,IGLV1-62*01,79.032,62,13,0,411374,411435,203,264,6.00e-08,58.6
chr22:22437645-23366982,IGLV1-62*01,75.000,68,17,0,646679,646746,6,73,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-62*01,63.077,195,69,1,171879,172070,8,202,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-62*01,62.687,134,50,0,347024,347157,128,261,5.40e-07,55.5
chr22:22437645-23366982,IGLV1-62*01,74.627,67,17,0,866378,866444,6,72,1.62e-06,53.9
chr22:22437645-23366982,IGLV1-62*01,73.529,68,18,0,603982,604049,6,73,4.86e-06,52.3
chr22:22437645-23366982,IGLV1-62*01,72.727,88,23,1,142479,142565,4,91,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-62*01,71.831,71,20,0,698241,698311,6,76,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-62*01,71.831,71,20,0,757534,757604,6,76,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-62*01,73.134,67,18,0,672362,672428,6,72,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-62*01,61.314,137,53,0,450975,451111,125,261,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-62*01,64.493,138,48,1,658856,658992,146,283,1.46e-05,50.7
chr22:22437645-23366982,IGLV1-62*01,71.642,67,19,0,732954,733020,6,72,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-62*01,71.642,67,19,0,797230,797296,6,72,1.31e-04,47.5
chr22:22437645-23366982,IGLV1-62*01,71.667,60,17,0,680117,680176,6,65,0.004,42.8
chr22:22437645-23366982,IGLV1-62*01,62.264,106,40,0,686209,686314,135,240,0.004,42.8
chr22:22437645-23366982,IGLV1-62*01,67.606,71,23,0,804706,804776,6,76,0.011,41.2
chr22:22437645-23366982,IGLV1-62*01,63.529,85,31,0,319490,319574,1,85,0.096,38.0
chr22:22437645-23366982,IGLV1-62*01,84.848,33,5,0,51268,51300,1,33,0.096,38.0
chr22:22437645-23366982,IGLV1-62*01,67.164,67,22,0,835607,835673,6,72,0.096,38.0
chr22:22437645-23366982,IGLV1-62*01,87.097,31,4,0,323931,323961,53,83,0.096,38.0
chr22:22437645-23366982,IGLV1-62*01,92.308,26,2,0,378837,378862,1,26,0.29,36.5
chr22:22437645-23366982,IGLV1-62*01,92.308,26,2,0,412915,412940,1,26,0.29,36.5
chr22:22437645-23366982,IGLV1-62*01,81.818,33,6,0,158471,158503,1,33,0.86,34.9
chr22:22437645-23366982,IGLV1-62*01,65.217,69,24,0,843256,843324,4,72,0.86,34.9
chr22:22437645-23366982,IGLV1-62*01,80.000,35,7,0,858443,858477,4,38,0.86,34.9
chr22:22437645-23366982,IGLV1-62*01,86.207,29,4,0,87492,87520,5,33,0.86,34.9
chr22:22437645-23366982,IGLV1-62*01,88.889,27,3,0,177748,177774,7,33,0.86,34.9
chr22:22437645-23366982,IGLV1-62*01,83.871,31,5,0,346952,346982,53,83,0.86,34.9
chr22:22437645-23366982,IGLV1-62*01,63.636,77,28,0,843425,843501,182,258,0.86,34.9
chr22:22437645-23366982,IGLV1-62*01,88.462,26,3,0,295004,295029,1,26,2.6,33.3
chr22:22437645-23366982,IGLV1-62*01,88.462,26,3,0,329190,329215,1,26,2.6,33.3
chr22:22437645-23366982,IGLV1-62*01,83.333,30,5,0,373316,373345,54,83,2.6,33.3
chr22:22437645-23366982,IGLV1-62*01,83.333,30,5,0,411230,411259,54,83,2.6,33.3
chr22:22437645-23366982,IGLV1-62*01,69.231,52,16,0,650323,650374,189,240,2.6,33.3
chr22:22437645-23366982,IGLV1-62*01,78.788,33,7,0,46309,46341,1,33,7.8,31.7
chr22:22437645-23366982,IGLV1-62*01,78.788,33,7,0,138274,138306,1,33,7.8,31.7
chr22:22437645-23366982,IGLV1-62*01,78.788,33,7,0,352262,352294,1,33,7.8,31.7
chr22:22437645-23366982,IGLV1-62*01,85.185,27,4,0,182198,182224,2,28,7.8,31.7
chr22:22437645-23366982,IGLV1-62*01,80.645,31,6,0,788312,788342,3,33,7.8,31.7
chr22:22437645-23366982,IGLV1-62*01,82.759,29,5,0,856956,856984,5,33,7.8,31.7
chr22:22437645-23366982,IGLV1-62*01,88.000,25,3,0,912670,912694,250,226,7.8,31.7
chr22:22437645-23366982,IGLV4-69*02,99.666,299,1,0,7082,7380,1,299,1.78e-132,472
chr22:22437645-23366982,IGLV4-69*02,88.294,299,34,1,138274,138571,1,299,9.73e-96,350
chr22:22437645-23366982,IGLV4-69*02,84.307,274,43,0,856954,857227,3,276,1.80e-80,299
chr22:22437645-23366982,IGLV4-69*02,81.784,269,49,0,820086,820354,6,274,2.33e-72,272
chr22:22437645-23366982,IGLV4-69*02,78.058,278,55,2,158471,158744,1,276,5.57e-49,194
chr22:22437645-23366982,IGLV4-69*02,76.344,279,61,2,37168,37444,1,276,1.35e-46,187
chr22:22437645-23366982,IGLV4-69*02,70.968,279,78,1,319490,319768,1,276,1.75e-38,160
chr22:22437645-23366982,IGLV4-69*02,73.158,190,51,0,788369,788558,87,276,9.29e-33,141
chr22:22437645-23366982,IGLV4-69*02,80.000,95,19,0,778114,778208,181,275,5.74e-18,91.9
chr22:22437645-23366982,IGLV4-69*02,76.415,106,25,0,2337,2442,181,286,1.72e-17,90.3
chr22:22437645-23366982,IGLV4-69*02,78.947,95,20,0,808400,808494,181,275,5.16e-17,88.8
chr22:22437645-23366982,IGLV4-69*02,70.229,131,39,0,73821,73951,6,136,4.65e-16,85.6
chr22:22437645-23366982,IGLV4-69*02,74.312,109,28,0,757694,757802,181,289,4.65e-16,85.6
chr22:22437645-23366982,IGLV4-69*02,74.312,109,28,0,804866,804974,181,289,4.65e-16,85.6
chr22:22437645-23366982,IGLV4-69*02,74.312,109,28,0,866538,866646,181,289,4.65e-16,85.6
chr22:22437645-23366982,IGLV4-69*02,75.728,103,25,0,395323,395425,181,283,4.65e-16,85.6
chr22:22437645-23366982,IGLV4-69*02,77.895,95,21,0,720293,720387,181,275,4.65e-16,85.6
chr22:22437645-23366982,IGLV4-69*02,74.528,106,27,0,698401,698506,181,286,1.39e-15,84.0
chr22:22437645-23366982,IGLV4-69*02,73.585,106,28,0,303785,303890,181,286,1.25e-14,80.8
chr22:22437645-23366982,IGLV4-69*02,76.042,96,23,0,357292,357387,181,276,1.25e-14,80.8
chr22:22437645-23366982,IGLV4-69*02,76.042,96,23,0,654062,654157,181,276,1.25e-14,80.8
chr22:22437645-23366982,IGLV4-69*02,75.789,95,23,0,700647,700741,181,275,3.76e-14,79.2
chr22:22437645-23366982,IGLV4-69*02,75.000,96,24,0,417533,417628,181,276,1.13e-13,77.7
chr22:22437645-23366982,IGLV4-69*02,74.737,95,24,0,759799,759893,181,275,3.39e-13,76.1
chr22:22437645-23366982,IGLV4-69*02,73.469,98,26,0,672522,672619,181,278,1.02e-12,74.5
chr22:22437645-23366982,IGLV4-69*02,73.958,96,25,0,334210,334305,181,276,1.02e-12,74.5
chr22:22437645-23366982,IGLV4-69*02,70.642,109,32,0,590145,590253,181,289,3.05e-12,72.9
chr22:22437645-23366982,IGLV4-69*02,73.196,97,26,0,733114,733210,181,277,3.05e-12,72.9
chr22:22437645-23366982,IGLV4-69*02,73.684,95,25,0,573653,573747,181,275,3.05e-12,72.9
chr22:22437645-23366982,IGLV4-69*02,72.917,96,26,0,690026,690121,181,276,9.15e-12,71.3
chr22:22437645-23366982,IGLV4-69*02,72.449,98,27,0,580018,580115,182,279,9.15e-12,71.3
chr22:22437645-23366982,IGLV4-69*02,69.725,109,33,0,706357,706465,181,289,2.74e-11,69.7
chr22:22437645-23366982,IGLV4-69*02,76.250,80,19,0,46309,46388,1,80,8.23e-11,68.2
chr22:22437645-23366982,IGLV4-69*02,76.250,80,19,0,177748,177827,7,86,8.23e-11,68.2
chr22:22437645-23366982,IGLV4-69*02,71.875,96,27,0,74992,75087,181,276,8.23e-11,68.2
chr22:22437645-23366982,IGLV4-69*02,71.134,97,28,0,797389,797485,180,276,2.47e-10,66.6
chr22:22437645-23366982,IGLV4-69*02,88.462,52,6,0,413160,413211,234,285,7.41e-10,65.0
chr22:22437645-23366982,IGLV4-69*02,70.526,95,28,0,191035,191129,181,275,2.22e-09,63.4
chr22:22437645-23366982,IGLV4-69*02,73.750,80,21,0,295004,295083,1,80,6.67e-09,61.8
chr22:22437645-23366982,IGLV4-69*02,73.750,80,21,0,352262,352341,1,80,6.67e-09,61.8
chr22:22437645-23366982,IGLV4-69*02,86.538,52,7,0,329435,329486,234,285,6.67e-09,61.8
chr22:22437645-23366982,IGLV4-69*02,86.538,52,7,0,352507,352558,234,285,6.67e-09,61.8
chr22:22437645-23366982,IGLV4-69*02,72.289,83,23,0,835776,835858,196,278,2.00e-08,60.2
chr22:22437645-23366982,IGLV4-69*02,83.636,55,9,0,172093,172147,225,279,2.00e-08,60.2
chr22:22437645-23366982,IGLV4-69*02,72.500,80,22,0,329190,329269,1,80,6.00e-08,58.6
chr22:22437645-23366982,IGLV4-69*02,72.500,80,22,0,378837,378916,1,80,6.00e-08,58.6
chr22:22437645-23366982,IGLV4-69*02,70.642,109,31,1,724394,724501,181,289,6.00e-08,58.6
chr22:22437645-23366982,IGLV4-69*02,69.149,94,29,0,346036,346129,182,275,6.00e-08,58.6
chr22:22437645-23366982,IGLV4-69*02,69.149,94,29,0,371441,371534,182,275,6.00e-08,58.6
chr22:22437645-23366982,IGLV4-69*02,72.152,79,22,0,412915,412993,1,79,1.80e-07,57.1
chr22:22437645-23366982,IGLV4-69*02,90.698,43,4,0,379082,379124,234,276,1.80e-07,57.1
chr22:22437645-23366982,IGLV4-69*02,84.314,51,8,0,295250,295300,235,285,1.80e-07,57.1
chr22:22437645-23366982,IGLV4-69*02,67.708,96,31,0,747684,747779,181,276,5.40e-07,55.5
chr22:22437645-23366982,IGLV4-69*02,65.657,99,34,0,14888,14986,199,297,1.46e-05,50.7
chr22:22437645-23366982,IGLV4-69*02,96.970,33,1,0,51518,51550,244,276,1.46e-05,50.7
chr22:22437645-23366982,IGLV4-69*02,67.890,109,34,1,658885,658992,181,289,4.38e-05,49.1
chr22:22437645-23366982,IGLV4-69*02,79.592,49,10,0,174944,174992,30,78,1.31e-04,47.5
chr22:22437645-23366982,IGLV4-69*02,79.592,49,10,0,155083,155131,32,80,1.31e-04,47.5
chr22:22437645-23366982,IGLV4-69*02,66.265,83,28,0,56029,56111,196,278,0.001,44.4
chr22:22437645-23366982,IGLV4-69*02,72.727,55,15,0,22388,22442,225,279,0.011,41.2
chr22:22437645-23366982,IGLV4-69*02,66.216,74,25,0,220851,220924,1,74,0.032,39.6
chr22:22437645-23366982,IGLV4-69*02,82.857,35,6,0,51268,51302,1,35,0.096,38.0
chr22:22437645-23366982,IGLV4-69*02,73.469,49,13,0,800114,800162,228,276,0.096,38.0
chr22:22437645-23366982,IGLV4-69*02,63.636,77,28,0,334039,334115,1,77,0.86,34.9
chr22:22437645-23366982,IGLV4-69*02,63.636,77,28,0,357121,357197,1,77,0.86,34.9
chr22:22437645-23366982,IGLV4-69*02,92.000,25,2,0,133500,133524,246,270,0.86,34.9
chr22:22437645-23366982,IGLV4-69*02,66.667,60,20,0,698241,698300,6,65,2.6,33.3
chr22:22437645-23366982,IGLV4-69*02,81.250,32,6,0,51312,51343,49,80,2.6,33.3
chr22:22437645-23366982,IGLV4-69*02,100.000,20,0,0,155339,155358,267,286,2.6,33.3
chr22:22437645-23366982,IGLV4-69*02,62.338,77,29,0,417362,417438,1,77,7.8,31.7
chr22:22437645-23366982,IGLV4-69*02,63.768,69,25,0,190872,190940,9,77,7.8,31.7
chr22:22437645-23366982,IGLV4-69*02,80.645,31,6,0,88016,88046,234,264,7.8,31.7
chr22:22437645-23366982,IGLV4-69*02,85.185,27,4,0,82620,82646,249,275,7.8,31.7
chr22:22437645-23366982,IGLV2-8*01,100.000,297,0,0,808226,808522,1,297,1.78e-132,472
chr22:22437645-23366982,IGLV2-8*01,96.970,297,9,0,777940,778236,1,297,6.88e-124,443
chr22:22437645-23366982,IGLV2-8*01,94.613,297,16,0,720119,720415,1,297,3.29e-117,421
chr22:22437645-23366982,IGLV2-8*01,94.276,297,17,0,744243,744539,1,297,2.96e-116,418
chr22:22437645-23366982,IGLV2-8*01,92.929,297,21,0,683450,683746,1,297,1.94e-112,405
chr22:22437645-23366982,IGLV2-8*01,90.236,297,29,0,565210,565506,1,297,8.37e-105,380
chr22:22437645-23366982,IGLV2-8*01,90.592,287,27,0,841993,842279,1,287,6.10e-102,370
chr22:22437645-23366982,IGLV2-8*01,82.155,297,53,0,573479,573775,1,297,6.68e-82,304
